Id,Value
148,-2.497704801070561
149,-11.487852231798902
150,-11.490069057685869
151,0.0
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,-2.493652502708222
158,-2.4961879744525106
159,-2.4961899437400854
160,-2.4977144336621966
161,-11.48539348293624
162,-11.492586790599617
163,-2.470613438464001
164,-2.4823551630515586
165,-2.482328224354597
166,-2.489349523172823
167,-11.475563877086996
168,-11.47099852237732
169,-2.3639511040000003
170,-2.4182788203629246
171,-2.418310120261433
172,-2.3639511040000003
173,-11.415155377069876
174,-11.401053559833093
175,-2.482368063078398
176,-2.4894085753045463
177,-2.4894002002932973
178,-2.482368063078398
179,-11.4858211399829
180,-11.473648972425107
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,-2.470613438464001
188,-2.4823465604884687
189,-2.482367061696358
190,-2.470613438464001
191,-11.480636083722157
192,-11.479149112544855
193,-2.482368063078398
194,-2.489417357687381
195,-2.489418823316281
196,-2.4936498442487904
197,-11.487649373921586
198,-11.47538324182358
199,-2.4510223974400023
200,-2.4705893791286755
201,-2.4706040553932174
202,-2.482340045143762
203,-11.46833413302356
204,-11.469333242204968
205,-2.482368063078398
206,-2.4894197442427872
207,-2.489392932822642
208,-2.4936234022749506
209,-11.475274929250485
210,-11.486220299422575
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,2.3599999999999963
218,5.599999999999993
219,5.599999999999993
220,10.999999999999991
221,-3.400000000000006
222,-3.400000000000006
223,-1.8701440000000038
224,-2.110675080494777
225,-2.1082007482432785
226,-2.2324370479870477
227,-10.641763525401107
228,-10.985597281400215
229,-0.7504000000000028
230,-1.4477065891550198
231,-1.445286952760209
232,-0.7636144829538092
233,-10.156931538163773
234,-10.214243656184792
235,-1.450240000000004
236,-1.8626172159669736
237,-1.8606944687241587
238,-2.0994694667995697
239,-9.99013433929995
240,-10.350261006407223
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,-2.4894208378470393
248,-2.493646372989101
249,-2.4961858654799234
250,-2.49364634846361
251,-11.471859551913422
252,-11.484308004860033
253,-2.418370662400003
254,-2.4510114140996873
255,-2.470579154946953
256,-2.4509511464707696
257,-11.449097870564406
258,-11.447798603032988
259,-2.482368063078398
260,-2.4894183364310045
261,-2.4936484972739326
262,-2.4894110919398926
263,-11.476725543387525
264,-11.487080544385654
265,-2.470613438464001
266,-2.4510223974400023
267,-2.418370662400003
268,-2.4510223974400023
269,-11.451022397439997
270,-11.451022397439997
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,-2.470613438464001
278,-2.4510223974400023
279,-2.418370662400003
280,-2.4510223974400023
281,-11.451022397439997
282,-11.451022397439997
283,-2.363951103999998
284,-2.27325184
285,-2.122086400000004
286,-2.27325184
287,-11.273251839999995
288,-11.273251839999995
289,-2.418370662400007
290,-2.4509970882798653
291,-2.4706011748635497
292,-2.4509977071829803
293,-11.442553244606211
294,-11.449093051868285
295,-2.4894208378470393
296,-2.493650344460173
297,-2.4961849447156745
298,-2.4936494275777568
299,-11.491523491169138
300,-11.479601497579878
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,-2.482368063078398
308,-2.489420769440369
309,-2.493648693631188
310,-2.489416177309397
311,-11.485801391496029
312,-11.486795160028343
313,-2.470613438464001
314,-2.482339157979088
315,-2.470613438464001
316,-2.4823636673695053
317,-11.47389974084277
318,-11.477693778808426
319,-2.4183706623999988
320,-2.4509789794850603
321,-2.4183706623999988
322,-2.450710534461956
323,-11.437071212626789
324,-11.441786210798952
325,-2.470613438464001
326,-2.482346476478659
327,-2.470613438464001
328,-2.482352709159025
329,-11.473190298056252
330,-11.474685780972177
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,-1.450240000000004
338,-1.8279367256075458
339,-1.9358134759406722
340,-1.8233183516098055
341,-6.614014870721084
342,-7.746339872816251
343,0.41599999999999737
344,2.3599999999999963
345,5.599999999999993
346,2.3599999999999963
347,-6.640000000000003
348,-6.640000000000003
349,-1.450240000000004
350,-1.800515787907638
351,-1.931970287120597
352,-1.8347690732902238
353,-7.746554862194646
354,-5.016748361100565
355,-0.9048350434044079
356,-1.1619251313170136
357,-0.7504035969064622
358,-1.1245208739406192
359,-4.221900268884407
360,-3.573203729436284
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,-2.493652502708222
368,-2.496190952699689
369,-2.49771248517536
370,-2.493652502708222
371,-11.494771770102957
372,-11.49552791651156
373,-2.4510223974400023
374,-2.4706016347818136
375,-2.4823349791646026
376,-2.4510223974400023
377,-11.468522710600709
378,-11.468263200667725
379,-2.4894208378470393
380,-2.4936488037935955
381,-2.496179267134587
382,-2.4894208378470393
383,-11.492053137853137
384,-11.491273108460744
385,-2.4510223974400023
386,-2.418370662400003
387,-2.3639511040000043
388,-2.4510223974400023
389,-11.418370662400003
390,-11.418370662400003
391,0.0
392,0.0
393,0.0
394,0.0
395,0.0
396,0.0
397,-2.4510223974400023
398,-2.418370662400003
399,-2.3639511040000043
400,-2.4510223974400023
401,-11.418370662400003
402,-11.418370662400003
403,-2.27325184
404,-2.1220864
405,-1.8701440000000038
406,-2.27325184
407,-11.122086399999999
408,-11.122086399999999
409,-2.4510223974400023
410,-2.4705620457139994
411,-2.482317451366277
412,-2.4510223974400023
413,-11.467387345634403
414,-11.4578350887512
415,-2.493652502708222
416,-2.4961879707001207
417,-2.4977115117383892
418,-2.493652502708222
419,-11.492930516123616
420,-11.49404465532978
421,0.0
422,0.0
423,0.0
424,0.0
425,0.0
426,0.0
427,-2.4894208378470393
428,-2.4936503491315394
429,-2.4961782890022155
430,-2.4894208378470393
431,-11.48913149511839
432,-11.492747912055366
433,-2.4510223974400023
434,-2.470595320749412
435,-2.482358887143874
436,-2.4823341135994776
437,-11.46669018404192
438,-11.468720891370175
439,-2.3639511040000003
440,-2.4183491672932074
441,-2.45099949415338
442,-2.4510118121286744
443,-11.414455208284794
444,-11.409219821672403
445,-2.4510223974400023
446,-2.470597487465353
447,-2.482322971786156
448,-2.482362725269636
449,-11.46237321095979
450,-11.468005935907986
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,-1.8701440000000038
458,-2.122086399999999
459,-2.27325184
460,-1.8701440000000764
461,-11.12208639999997
462,-11.12208639999999
463,2.3599999999999963
464,5.599999999999993
465,10.999999999999991
466,2.3599999999999963
467,-3.400000000000006
468,-3.400000000000006
469,-1.8701440000000038
470,-2.122086399999998
471,-2.273251839999964
472,-1.8701440000000062
473,-11.122086399999922
474,-11.122086399999894
475,0.41599999999999737
476,-0.753844356625643
477,-1.448250438834288
478,-1.4496009217114587
479,-9.608240752509943
480,-9.344789481861424
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,-2.49619150162493
488,-2.4977130521602615
489,-2.4977144317480735
490,-2.49619150162493
491,-11.489350239849573
492,-11.49645390285533
493,-2.470613438464001
494,-2.482359002980474
495,-2.4823596378764443
496,-2.470613438464001
497,-11.47999159075967
498,-11.441743401412669
499,-2.493652502708222
500,-2.4961693298649945
501,-2.4961875722952325
502,-2.493652502708222
503,-11.494760223527463
504,-11.469583570476123
505,-2.418370662400003
506,-2.3639511040000003
507,-2.3639511040000003
508,-2.418370662400003
509,-2.273251840000004
510,-11.363951104
511,0.0
512,0.0
513,0.0
514,0.0
515,0.0
516,0.0
517,-2.418370662400003
518,-2.3639511040000003
519,-2.3639511040000003
520,-2.418370662400003
521,-2.273251840000004
522,-11.363951104
523,-2.1220864
524,-1.8701440000000038
525,-1.8701440000000038
526,-2.1220864
527,-1.450240000000004
528,-10.87014399999999
529,-2.470613438464001
530,-2.482359669207564
531,-2.4823389962723184
532,-2.470613438464001
533,-11.481308475656487
534,-11.449356354382978
535,-2.49619150162493
536,-2.4977114805269105
537,-2.4977144346777447
538,-2.49619150162493
539,-11.496113063707552
540,-11.49598538110163
541,0.0
542,0.0
543,0.0
544,0.0
545,0.0
546,0.0
547,-2.493652502708222
548,-2.4961891481163967
549,-2.4961831179575884
550,-2.493652502708222
551,-11.492613215535153
552,-11.494623340366172
553,-2.4706134384639964
554,-2.482332072026419
555,-2.482350723856882
556,-2.470613438464001
557,-11.468295434875397
558,-11.470706275465082
559,-2.4183706623999988
560,-2.451004050313247
561,-2.4509702527259405
562,-2.4183706623999988
563,-11.449487602061732
564,-11.447782232918266
565,-2.4706134384639964
566,-2.4823645455925196
567,-2.48236128425627
568,-2.470613438464001
569,-11.475526198484474
570,-11.476329125237104
571,0.0
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,-2.122086400000004
578,-2.27325184
579,-2.27325184
580,-2.122086400000004
581,-11.273251839999995
582,-2.3639511040000003
583,5.599999999999993
584,10.999999999999991
585,10.999999999999991
586,5.599999999999993
587,1.9999999999999922
588,19.99999999999999
589,-2.122086400000004
590,-2.27325184
591,-2.27325184
592,-2.122086400000004
593,-11.273251839999995
594,-2.3639511040000003
595,-0.7504000000000028
596,-1.450240000000004
597,-1.450240000000004
598,-0.7504000000000028
599,-10.450239999999992
600,-1.8701440000000018
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,-2.4510223974400023
608,-2.3639511040000043
609,-2.4510223974399965
610,-2.418370662400003
611,-11.418370662399939
612,-11.418370662399987
613,-2.1220864
614,-1.450240000000004
615,-2.1220864
616,-1.8701440000000038
617,-10.87014399999999
618,-10.87014399999999
619,-2.418370662400003
620,-2.273251840000004
621,-2.4183706623999988
622,-2.3639511040000003
623,-11.363951104
624,-11.363951104
625,-2.493652502708222
626,-2.497714894676756
627,-2.493652502708222
628,-2.4961914951979836
629,-11.496181632667748
630,-11.496170994419412
631,0.0
632,0.0
633,0.0
634,0.0
635,0.0
636,0.0
637,-2.493652502708222
638,-2.497714895551573
639,-2.493652502708222
640,-2.4961914881238054
641,-11.496182599965
642,-11.496177967661485
643,-2.470613438464001
644,-2.4894208138789367
645,-2.470613438464001
646,-2.4823680497489216
647,-11.482365577356722
648,-11.48223895723621
649,-2.122086400000004
650,-2.363951099913688
651,-2.3639510075587866
652,-2.273251838380674
653,-11.273251822978159
654,-11.273249671861954
655,-2.4510223974400023
656,-2.482368056351671
657,-2.482368051348925
658,-2.4706134359134078
659,-11.470612349433253
660,-11.470613216015249
661,0.0
662,0.0
663,0.0
664,0.0
665,0.0
666,0.0
667,-2.418370662400003
668,-2.470613436626127
669,-2.4706133983330347
670,-2.4510223962959796
671,-11.451021871306109
672,-11.451022098281285
673,-2.482368063078398
674,-2.4936524787735013
675,-2.482368063078398
676,-2.4894208075795476
677,-11.489321701358168
678,-11.489413563262339
679,-2.4510223974400023
680,-2.4823680471619674
681,-2.4510223974400023
682,-2.470612949192185
683,-11.470593100845182
684,-11.470612409081777
685,-2.482368063078398
686,-2.4936524452048108
687,-2.482368063078398
688,-2.489420827110319
689,-11.48935414472537
690,-11.489070384078639
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,2.3599999999999963
698,10.999999999999991
699,2.3599999999999963
700,5.599999999999993
701,-3.400000000000006
702,-3.400000000000006
703,-1.8701440000000038
704,-2.27325184
705,-1.8701440000000038
706,-2.1220864
707,-11.122086399999999
708,-11.122086399999999
709,2.3599999999999963
710,-0.7504000000000028
711,-0.7504000000000028
712,0.41599999999999737
713,-8.583999999999994
714,-8.583999999999994
715,-1.450240000000004
716,-2.1220864
717,-1.450240000000004
718,-1.8701440000000018
719,-10.87014399999999
720,-10.87014399999999
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.0
727,-2.4706134384639964
728,-2.4183706623999988
729,-2.451022397439998
730,-2.418370662400003
731,-11.451022397439997
732,-11.451022397439997
733,-2.27325184
734,-1.8701440000000038
735,-2.122086400000004
736,-1.8701440000000038
737,-11.122086399999999
738,-11.122086399999999
739,-2.451022397439998
740,-2.3639511040000043
741,-2.4183706623999988
742,-2.3639511040000003
743,-11.418370662400003
744,-11.418370662400003
745,-2.4894208378470393
746,-2.4961915007433757
747,-2.49365250013342
748,-2.4961914990637197
749,-11.493651033108796
750,-11.493647159569399
751,0.0
752,0.0
753,0.0
754,0.0
755,0.0
756,0.0
757,-2.4894208378470393
758,-2.496191501142367
759,-2.493652502561001
760,-2.496191500183708
761,-11.493651563812085
762,-11.493652182950509
763,-2.4510223974400023
764,-2.482367780859443
765,-2.470613419771884
766,-2.482368050152174
767,-11.47061272283042
768,-11.470612063213263
769,-2.273251840000004
770,-2.4183706272167917
771,-2.36395110278859
772,-2.2732518497704253
773,-11.363950775592807
774,-11.363947363768355
775,-2.470613438464001
776,-2.4894207420127574
777,-2.4823680579823812
778,-2.470613438464001
779,-11.482365575140252
780,-11.482367841053376
781,0.0
782,0.0
783,0.0
784,0.0
785,0.0
786,0.0
787,-2.4510223974400023
788,-2.4823680390053706
789,-2.470613434508174
790,-2.4510223974400023
791,-11.470613055388004
792,-11.470612630714054
793,-2.470613438464001
794,-2.4894208267246203
795,-2.4823680608742618
796,-2.4894208333329577
797,-11.48236616811755
798,-11.482367071917503
799,-2.418370662400007
800,-2.470613407514886
801,-2.4510223879560518
802,-2.4706134377981335
803,-11.451018984285266
804,-11.45102225300677
805,-2.470613438464001
806,-2.4894208286126034
807,-2.482368035347831
808,-2.489420837614543
809,-11.4823660534541
810,-11.482342712687975
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.41599999999999737
818,5.599999999999993
819,2.3599999999999963
820,5.599999999999993
821,-6.640000000000003
822,-6.640000000000003
823,-1.450240000000004
824,-2.1220840932948017
825,-1.870143695499274
826,-2.1220854789269668
827,-10.870004381310416
828,-10.870050892794126
829,0.4159868751160124
830,-1.4502376746763983
831,-0.7504078176096107
832,0.41599999999999737
833,-9.750388205080617
834,-9.750371914589053
835,-0.7504000000000028
836,-1.8701428070472705
837,-1.4502404089252625
838,-1.8701167259699134
839,-10.449765667877921
840,-10.450206090035763
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
847,-2.482368063078398
848,-2.4936524839582126
849,-2.4936524944856178
850,-2.4894208366994675
851,-11.489420493883628
852,-11.48942020982211
853,-2.3639511040000043
854,-2.4510223739283035
855,-2.4510223960149795
856,-2.4183706605385393
857,-11.418370417397057
858,-11.41836884906769
859,-2.4706134384639964
860,-2.489420830418363
861,-2.48942083083976
862,-2.482368059601003
863,-11.48236760626922
864,-11.482368036024837
865,-2.482368063078398
866,-2.4510223974400023
867,-2.4510223974400023
868,-2.470613438464001
869,-11.470613438463989
870,-11.470613438463989
871,0.0
872,0.0
873,0.0
874,0.0
875,0.0
876,0.0
877,-2.482368063078398
878,-2.4510223974400023
879,-2.4510223974400023
880,-2.470613438464001
881,-11.470613438463989
882,-11.470613438463989
883,-2.418370662400003
884,-2.273251840000004
885,-2.273251840000004
886,-2.3639511040000003
887,-11.363951104
888,-11.363951104
889,-2.3639511040000043
890,-2.451022393837959
891,-2.451022383574824
892,-2.4183706572421615
893,-11.41837015783659
894,-11.418370463512062
895,-2.4823680630784026
896,-2.493652495353475
897,-2.4936524808355163
898,-2.4894208328725065
899,-11.489419492138504
900,-11.489419344878595
901,0.0
902,0.0
903,0.0
904,0.0
905,0.0
906,0.0
907,-2.470613438464001
908,-2.489420837847025
909,-2.4894208378470393
910,-2.482368063078335
911,-11.482368063076576
912,-11.482368063074949
913,-2.4510223974400023
914,-2.4823680439231115
915,-2.4510223974400023
916,-2.4706134356596468
917,-11.470610961598396
918,-11.470610277652593
919,-2.3639511040000003
920,-2.451022381423364
921,-2.3639511040000003
922,-2.418370554394032
923,-11.418369454779878
924,-11.418339315173165
925,-2.4510223974400023
926,-2.482367991393047
927,-2.4510223974400023
928,-2.470613425877863
929,-11.470582017007821
930,-11.470612478912077
931,0.0
932,0.0
933,0.0
934,0.0
935,0.0
936,0.0
937,-0.7504000000000028
938,-1.870017751399502
939,-1.8700008430168382
940,-1.4502770374015148
941,-10.445958394265478
942,-10.435056256923135
943,-0.7504000000000008
944,2.3599999999999963
945,2.3599999999999963
946,0.41599999999999737
947,-8.583999999999994
948,-8.583999999999994
949,-0.7504000000000028
950,-1.8700848341662253
951,-1.8699349443956348
952,-1.450415289742589
953,-10.448386127732185
954,-10.447698707817116
955,0.41599999999999737
956,-1.450101122705576
957,0.4133709705622929
958,-0.750669493810534
959,-9.70981216488338
960,-9.73638430427049
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,0.0
967,-2.4894208378470393
968,-2.4961914985193783
969,-2.4961915009106725
970,-2.4894208378470393
971,-11.493652431392432
972,-11.493650174724891
973,-2.418370662400003
974,-2.4706134235553283
975,-2.4706132356902115
976,-2.418370662400003
977,-11.451004134958753
978,-11.451011549220762
979,-2.482368063078398
980,-2.493652500060836
981,-2.493652500780844
982,-2.482368063078398
983,-11.489408487757128
984,-11.489419336984849
985,-2.470613438463982
986,-2.418370662400003
987,-2.418370662400003
988,-2.4706134384639613
989,-11.45102239743889
990,-11.451022397439367
991,0.0
992,0.0
993,0.0
994,0.0
995,0.0
996,0.0
997,-2.470613438464001
998,-2.418370662400003
999,-2.418370662400003
1000,-2.470613438464001
1001,-11.451022397439958
1002,-11.45102239743881
1003,-2.3639511040000003
1004,-2.122086400000004
1005,-2.122086400000004
1006,-2.3639511040000003
1007,-11.273251839999995
1008,-11.273251839999995
1009,-2.418370662400003
1010,-2.4706134047132786
1011,-2.470613268454901
1012,-2.418370662400003
1013,-11.451008959423591
1014,-11.45100756520427
1015,-2.4894208378470393
1016,-2.4961914912819396
1017,-2.496191499392116
1018,-2.4894208378470393
1019,-11.493651308391932
1020,-11.493649079923344
1021,0.0
1022,0.0
1023,0.0
1024,0.0
1025,0.0
1026,0.0
1027,-2.4823680630784026
1028,-2.4936524942951053
1029,-2.493652484355825
1030,-2.482368063078398
1031,-11.489415611499348
1032,-11.489420498709094
1033,-2.418370662400003
1034,-2.4706134343360273
1035,-2.4706134363829375
1036,-2.4706134352589584
1037,-11.451022310966005
1038,-11.451017104802629
1039,-2.273251840000004
1040,-2.4183706530246245
1041,-2.418370651693959
1042,-2.418370651623228
1043,-11.363950693212729
1044,-11.36395034165656
1045,-2.418370662400003
1046,-2.470613438352414
1047,-2.4706134371610817
1048,-2.4706134334844285
1049,-11.451018196058342
1050,-11.451022149298463
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,-1.450240000000004
1058,-2.1220864
1059,-2.1220864
1060,-1.450240000000004
1061,-10.87014399999999
1062,-10.87014399999999
1063,0.41599999999999737
1064,5.599999999999993
1065,5.599999999999993
1066,0.41599999999999737
1067,-6.640000000000003
1068,-6.640000000000003
1069,-1.450240000000004
1070,-2.1220864
1071,-2.1220864
1072,-1.450240000000004
1073,-10.87014399999999
1074,-10.87014399999999
1075,2.3599999999999963
1076,-0.7504000000000028
1077,-0.7504000000000028
1078,-0.7504000000000028
1079,-8.583999999999994
1080,-8.583999999999994
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,0.0
1087,-2.493652502708222
1088,-2.4977148918580503
1089,-2.496191492873529
1090,-2.493652502708222
1091,-11.496160179601478
1092,-11.496186221441828
1093,-2.4510223974400023
1094,-2.482367643117218
1095,-2.4706134229574586
1096,-2.4510223974400023
1097,-11.470592119623443
1098,-11.470541012882343
1099,-2.4894208378470393
1100,-2.4961914678893145
1101,-2.49365250013913
1102,-2.4894208378470393
1103,-11.493647667816292
1104,-11.493651706199776
1105,-2.4510223974399348
1106,-2.3639511040000043
1107,-2.418370662400001
1108,-2.4510223974399885
1109,-11.418370662397958
1110,-11.418370662397518
1111,0.0
1112,0.0
1113,0.0
1114,0.0
1115,0.0
1116,0.0
1117,-2.4510223974400023
1118,-2.3639511040000043
1119,-2.418370662400003
1120,-2.4510223974399903
1121,-11.418370662394137
1122,-11.418370662399987
1123,-2.27325184
1124,-1.8701440000000038
1125,-2.1220864
1126,-2.27325184
1127,-11.122086399999999
1128,-11.122086399999999
1129,-2.4510223974400023
1130,-2.482367945912845
1131,-2.4706133526405343
1132,-2.4510223974400023
1133,-11.470514672792842
1134,-11.470594887577686
1135,-2.493652502708222
1136,-2.497714890300609
1137,-2.496191500662736
1138,-2.493652502708222
1139,-11.496171096987066
1140,-11.496188895869153
1141,0.0
1142,0.0
1143,0.0
1144,0.0
1145,0.0
1146,0.0
1147,-2.4894208378470393
1148,-2.496191500054299
1149,-2.4936524903343615
1150,-2.4894208378470393
1151,-11.49364041607451
1152,-11.493627174310735
1153,-2.451022397439998
1154,-2.482366759182118
1155,-2.470613411916238
1156,-2.4510223974400023
1157,-11.470559523966676
1158,-11.470541042248557
1159,-2.3639511040000003
1160,-2.4510222530882317
1161,-2.418370351991103
1162,-2.3639511040000003
1163,-11.41835991297592
1164,-11.418367258164288
1165,-2.451022397439998
1166,-2.4823680436438895
1167,-2.4706134325771774
1168,-2.4510223974400023
1169,-11.47061000067881
1170,-11.47058558284386
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,-1.8701440000000038
1178,-2.27325184
1179,-2.1220864
1180,-1.8701440000000038
1181,-11.122086399999999
1182,-11.122086399999999
1183,2.3599999999999963
1184,10.999999999999991
1185,5.599999999999993
1186,2.3599999999999963
1187,-3.400000000000006
1188,-3.400000000000006
1189,-1.8701440000000038
1190,-2.27325184
1191,-2.1220864
1192,-1.8701440000000038
1193,-11.122086399999999
1194,-11.122086399999999
1195,0.41599999999999737
1196,-1.450240000000002
1197,-0.7504000000000028
1198,0.41599999999999737
1199,-9.750399999999994
1200,-9.750399999999994
1201,0.0
1202,0.0
1203,0.0
1204,0.0
1205,0.0
1206,0.0
1207,-2.4706134384616236
1208,-2.418370662400003
1209,-2.470613438461477
1210,-2.4510223973957674
1211,-11.451022395894249
1212,-11.451022395315329
1213,-2.2732518398172945
1214,-1.8701440000000038
1215,-2.27325183994949
1216,-2.122086400006303
1217,-11.122086397691668
1218,-11.122086399753988
1219,-2.4510223974388587
1220,-2.3639511040000043
1221,-2.4510223973701355
1222,-2.4183706623888153
1223,-11.418370660287207
1224,-11.41837066232639
1225,-2.49619150162493
1226,-2.49619150162493
1227,-2.4894208378470393
1228,-2.493652502708222
1229,-11.4936525027077
1230,-11.493652502708198
1231,0.0
1232,0.0
1233,0.0
1234,0.0
1235,0.0
1236,0.0
1237,-2.49619150162493
1238,-2.49619150162493
1239,-2.4894208378470393
1240,-2.493652502708222
1241,-11.493652502708217
1242,-11.493652502708205
1243,-2.482368063078398
1244,-2.482368063078398
1245,-2.4510223974400023
1246,-2.470613438464001
1247,-11.470613438463989
1248,-11.470613438463989
1249,-1.8701440000000038
1250,-2.27325184
1251,-2.27325184
1252,-2.122086400000004
1253,-11.122086399999999
1254,-11.122086399999999
1255,-2.418370662400007
1256,-2.470613438464001
1257,-2.470613438464001
1258,-2.4510223974400023
1259,-11.451022397439997
1260,-11.451022397439997
1261,0.0
1262,0.0
1263,0.0
1264,0.0
1265,0.0
1266,0.0
1267,-2.3639511040000043
1268,-2.4510223974400023
1269,-2.4510223974400023
1270,-2.418370662400003
1271,-11.418370662400003
1272,-11.418370662400003
1273,-2.4894208378470393
1274,-2.4894208378470375
1275,-2.470613438464001
1276,-2.482368063078398
1277,-11.482368063078363
1278,-11.482368063078376
1279,-2.470613438464001
1280,-2.470613438464001
1281,-2.418370662400007
1282,-2.4510223974400023
1283,-11.45102239743978
1284,-11.451022397439997
1285,-2.4894208378470393
1286,-2.4894208378470393
1287,-2.470613438464001
1288,-2.482368063078398
1289,-11.482368063078402
1290,-11.482368063078352
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,0.41599999999999737
1298,5.599999999999993
1299,0.41599999999999737
1300,2.3599999999999963
1301,-6.640000000000003
1302,-6.640000000000003
1303,-2.1220864
1304,-2.1220864
1305,-1.450240000000004
1306,-1.8701440000000018
1307,-10.87014399999999
1308,-10.87014399999999
1309,5.599999999999993
1310,0.41599999999999737
1311,0.41599999999999737
1312,2.3599999999999963
1313,-6.640000000000003
1314,-6.640000000000003
1315,-1.8701440000000018
1316,-1.8701440000000018
1317,-0.7504000000000028
1318,-1.450240000000004
1319,-10.450239999999992
1320,-10.450239999999992
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,0.0
1327,-2.482368063078398
1328,-2.451022397439998
1329,-2.482368063078398
1330,-2.4510223974400023
1331,-11.470613438463987
1332,-11.470613438463987
1333,-2.3639511040000003
1334,-2.122086400000004
1335,-2.3639511040000003
1336,-2.122086400000004
1337,-11.273251839999995
1338,-11.273251839999995
1339,-2.4706134384639964
1340,-2.4183706623999988
1341,-2.4706134384639964
1342,-2.418370662400007
1343,-11.451022397439997
